Time,Sales,Transcations
2022-01-02T13:00:00.0000000Z,668.36,8
2022-01-02T13:15:00.0000000Z,568.55,7
2022-01-02T13:30:00.0000000Z,587.76,8
2022-01-02T13:45:00.0000000Z,437.17,7
2022-01-02T14:00:00.0000000Z,587.75,6
2022-01-02T14:15:00.0000000Z,510.54,6
2022-01-02T14:30:00.0000000Z,471.29,6
2022-01-02T14:45:00.0000000Z,587.28,6
2022-01-02T15:00:00.0000000Z,736.76,5
2022-01-02T15:15:00.0000000Z,264.1,4
2022-01-02T15:30:00.0000000Z,425.63,5
2022-01-02T15:45:00.0000000Z,402.16,4
2022-01-02T16:00:00.0000000Z,736.9499999999999,5
2022-01-02T16:15:00.0000000Z,348.3,4
2022-01-02T16:30:00.0000000Z,497.74,5
2022-01-02T16:45:00.0000000Z,597.75,4
2022-01-02T17:00:00.0000000Z,401.85,6
2022-01-02T17:15:00.0000000Z,520.16,6
2022-01-02T17:30:00.0000000Z,350.03000000000003,6
2022-01-02T17:45:00.0000000Z,849.89,6
2022-01-02T18:00:00.0000000Z,816.44,8
2022-01-02T18:15:00.0000000Z,571.01,7
2022-01-02T18:30:00.0000000Z,692.29,8
2022-01-02T18:45:00.0000000Z,823.0899999999999,7
2022-01-02T19:00:00.0000000Z,740.36,9
2022-01-02T19:15:00.0000000Z,858.0500000000001,9
2022-01-02T19:30:00.0000000Z,768.0400000000001,9
2022-01-02T19:45:00.0000000Z,856.15,9
2022-01-02T20:00:00.0000000Z,972.3,9
2022-01-02T20:15:00.0000000Z,1010.97,9
2022-01-02T20:30:00.0000000Z,852.91,9
2022-01-02T20:45:00.0000000Z,957.06,9
2022-01-02T21:00:00.0000000Z,342.12,6
2022-01-02T21:15:00.0000000Z,650.48,6
2022-01-02T21:30:00.0000000Z,544.65,6
2022-01-02T21:45:00.0000000Z,592.19,6
2022-01-02T22:00:00.0000000Z,196.34,3
2022-01-02T22:15:00.0000000Z,443.7,3
2022-01-02T22:30:00.0000000Z,278.37,3
2022-01-02T22:45:00.0000000Z,362.87,3
2022-01-02T23:00:00.0000000Z,158.48,1
2022-01-03T10:00:00.0000000Z,171.34,2
2022-01-03T10:15:00.0000000Z,157.84,2
2022-01-03T10:30:00.0000000Z,330.06,3
2022-01-03T10:45:00.0000000Z,76.98,2
2022-01-03T11:00:00.0000000Z,329.32,4
2022-01-03T11:15:00.0000000Z,288.09,4
2022-01-03T11:30:00.0000000Z,356.07000000000005,3
2022-01-03T11:45:00.0000000Z,509.87,4
2022-01-03T12:00:00.0000000Z,114.89999999999999,4
2022-01-03T12:15:00.0000000Z,449.17,5
2022-01-03T12:30:00.0000000Z,408.1,5
2022-01-03T12:45:00.0000000Z,428.05,5
2022-01-03T13:00:00.0000000Z,612.01,5
2022-01-03T13:15:00.0000000Z,504.98,6
2022-01-03T13:30:00.0000000Z,618.6,6
2022-01-03T13:45:00.0000000Z,930.91,6
2022-01-03T14:00:00.0000000Z,724.37,5
2022-01-03T14:15:00.0000000Z,707.62,5
2022-01-03T14:30:00.0000000Z,542.32,5
2022-01-03T14:45:00.0000000Z,446.35,5
2022-01-03T15:00:00.0000000Z,279.11,3
2022-01-03T15:15:00.0000000Z,600.23,4
2022-01-03T15:30:00.0000000Z,305.38,4
2022-01-03T15:45:00.0000000Z,442.30999999999995,3
2022-01-03T16:00:00.0000000Z,518.54,4
2022-01-03T16:15:00.0000000Z,180.32,3
2022-01-03T16:30:00.0000000Z,564.04,4
2022-01-03T16:45:00.0000000Z,367.77,4
2022-01-03T17:00:00.0000000Z,338.58,4
2022-01-03T17:15:00.0000000Z,389.71,5
2022-01-03T17:30:00.0000000Z,537.19,5
2022-01-03T17:45:00.0000000Z,317.64,5
2022-01-03T18:00:00.0000000Z,488.43,5
2022-01-03T18:15:00.0000000Z,551.1500000000001,6
2022-01-03T18:30:00.0000000Z,800.28,6
2022-01-03T18:45:00.0000000Z,601.75,6
2022-01-03T19:00:00.0000000Z,723.3,7
2022-01-03T19:15:00.0000000Z,915.27,8
2022-01-03T19:30:00.0000000Z,830.29,7
2022-01-03T19:45:00.0000000Z,646.64,7
2022-01-03T20:00:00.0000000Z,71.36,1
2022-01-04T08:00:00.0000000Z,54.21,1
2022-01-04T08:15:00.0000000Z,62.29,1
2022-01-04T08:30:00.0000000Z,131.22,1
2022-01-04T08:45:00.0000000Z,138.19,2
2022-01-04T09:00:00.0000000Z,217.82,2
2022-01-04T09:15:00.0000000Z,166.76,3
2022-01-04T09:30:00.0000000Z,314.95,3
2022-01-04T09:45:00.0000000Z,417.0,3
2022-01-04T10:00:00.0000000Z,271.19,3
2022-01-04T10:15:00.0000000Z,410.58,3
2022-01-04T10:30:00.0000000Z,164.81,3
2022-01-04T10:45:00.0000000Z,102.68,3
2022-01-04T11:00:00.0000000Z,376.68,5
2022-01-04T11:15:00.0000000Z,118.28,4
2022-01-04T11:30:00.0000000Z,445.81,5
2022-01-04T11:45:00.0000000Z,479.26,4
2022-01-04T12:00:00.0000000Z,645.05,6
2022-01-04T12:15:00.0000000Z,831.3,6
2022-01-04T12:30:00.0000000Z,627.1600000000001,6
2022-01-04T12:45:00.0000000Z,877.48,6
2022-01-04T13:00:00.0000000Z,567.78,7
2022-01-04T13:15:00.0000000Z,668.01,7
2022-01-04T13:30:00.0000000Z,950.5799999999999,8
2022-01-04T13:45:00.0000000Z,670.62,7
2022-01-04T14:00:00.0000000Z,706.99,6
2022-01-04T14:15:00.0000000Z,633.17,6
2022-01-04T14:30:00.0000000Z,802.0,6
2022-01-04T14:45:00.0000000Z,520.38,6
2022-01-04T15:00:00.0000000Z,426.9,5
2022-01-04T15:15:00.0000000Z,676.03,4
2022-01-04T15:30:00.0000000Z,285.06,5
2022-01-04T15:45:00.0000000Z,438.53000000000003,4
2022-01-04T16:00:00.0000000Z,411.91,5
2022-01-04T16:15:00.0000000Z,520.8399999999999,4
2022-01-04T16:30:00.0000000Z,433.8,5
2022-01-04T16:45:00.0000000Z,300.64,4
2022-01-04T17:00:00.0000000Z,571.46,6
2022-01-04T17:15:00.0000000Z,743.3,6
2022-01-04T17:30:00.0000000Z,619.44,6
2022-01-04T17:45:00.0000000Z,649.88,6
2022-01-04T18:00:00.0000000Z,766.97,8
2022-01-04T18:15:00.0000000Z,850.97,7
2022-01-04T18:30:00.0000000Z,726.44,8
2022-01-04T18:45:00.0000000Z,691.46,7
2022-01-04T19:00:00.0000000Z,888.33,9
2022-01-04T19:15:00.0000000Z,966.98,9
2022-01-04T19:30:00.0000000Z,1151.7,9
2022-01-04T19:45:00.0000000Z,886.8399999999999,9
2022-01-04T20:00:00.0000000Z,80.86,1
2022-01-05T08:00:00.0000000Z,120.49,1
2022-01-05T08:15:00.0000000Z,29.28,1
2022-01-05T08:30:00.0000000Z,262.29,2
2022-01-05T08:45:00.0000000Z,26.89,1
2022-01-05T09:00:00.0000000Z,476.0,3
2022-01-05T09:15:00.0000000Z,186.71,2
2022-01-05T09:30:00.0000000Z,331.55,3
2022-01-05T09:45:00.0000000Z,235.78,3
2022-01-05T10:00:00.0000000Z,157.4,2
2022-01-05T10:15:00.0000000Z,282.90999999999997,3
2022-01-05T10:30:00.0000000Z,281.23,3
2022-01-05T10:45:00.0000000Z,335.90999999999997,3
2022-01-05T11:00:00.0000000Z,389.86,3
2022-01-05T11:15:00.0000000Z,470.90999999999997,4
2022-01-05T11:30:00.0000000Z,758.4200000000001,5
2022-01-05T11:45:00.0000000Z,242.18,4
2022-01-05T12:00:00.0000000Z,657.89,5
2022-01-05T12:15:00.0000000Z,652.76,5
2022-01-05T12:30:00.0000000Z,439.71,5
2022-01-05T12:45:00.0000000Z,455.69,6
2022-01-05T13:00:00.0000000Z,748.5,6
2022-01-05T13:15:00.0000000Z,766.5899999999999,7
2022-01-05T13:30:00.0000000Z,550.35,7
2022-01-05T13:45:00.0000000Z,979.45,7
2022-01-05T14:00:00.0000000Z,610.49,5
2022-01-05T14:15:00.0000000Z,856.89,6
2022-01-05T14:30:00.0000000Z,816.45,5
2022-01-05T14:45:00.0000000Z,717.95,5
2022-01-05T15:00:00.0000000Z,210.61,4
2022-01-05T15:15:00.0000000Z,515.41,4
2022-01-05T15:30:00.0000000Z,447.3,4
2022-01-05T15:45:00.0000000Z,400.55,4
2022-01-05T16:00:00.0000000Z,247.76999999999998,4
2022-01-05T16:15:00.0000000Z,194.85,4
2022-01-05T16:30:00.0000000Z,508.13,4
2022-01-05T16:45:00.0000000Z,557.24,5
2022-01-05T17:00:00.0000000Z,514.53,5
2022-01-05T17:15:00.0000000Z,577.3,5
2022-01-05T17:30:00.0000000Z,662.02,6
2022-01-05T17:45:00.0000000Z,395.54,5
2022-01-05T18:00:00.0000000Z,548.86,6
2022-01-05T18:15:00.0000000Z,604.43,7
2022-01-05T18:30:00.0000000Z,540.23,7
2022-01-05T18:45:00.0000000Z,915.69,7
2022-01-05T19:00:00.0000000Z,798.76,8
2022-01-05T19:15:00.0000000Z,968.5,8
2022-01-05T19:30:00.0000000Z,508.04,8
2022-01-05T19:45:00.0000000Z,808.0,8
2022-01-05T20:00:00.0000000Z,39.27,1
2022-01-06T08:00:00.0000000Z,120.79,1
2022-01-06T08:15:00.0000000Z,204.03,2
2022-01-06T08:30:00.0000000Z,22.76,1
2022-01-06T08:45:00.0000000Z,133.53,2
2022-01-06T09:00:00.0000000Z,182.63,2
2022-01-06T09:15:00.0000000Z,381.40999999999997,4
2022-01-06T09:30:00.0000000Z,354.88,3
2022-01-06T09:45:00.0000000Z,208.93,3
2022-01-06T10:00:00.0000000Z,433.28999999999996,4
2022-01-06T10:15:00.0000000Z,482.48,3
2022-01-06T10:30:00.0000000Z,349.27,3
2022-01-06T10:45:00.0000000Z,272.4,3
2022-01-06T11:00:00.0000000Z,337.63,5
2022-01-06T11:15:00.0000000Z,558.72,5
2022-01-06T11:30:00.0000000Z,453.75,5
2022-01-06T11:45:00.0000000Z,490.64,5
2022-01-06T12:00:00.0000000Z,719.46,6
2022-01-06T12:15:00.0000000Z,842.4,7
2022-01-06T12:30:00.0000000Z,605.97,7
2022-01-06T12:45:00.0000000Z,491.38000000000005,6
2022-01-06T13:00:00.0000000Z,1288.61,8
2022-01-06T13:15:00.0000000Z,852.77,9
2022-01-06T13:30:00.0000000Z,560.8199999999999,8
2022-01-06T13:45:00.0000000Z,801.32,8
2022-01-06T14:00:00.0000000Z,604.44,7
2022-01-06T14:15:00.0000000Z,836.0,6
2022-01-06T14:30:00.0000000Z,646.11,7
2022-01-06T14:45:00.0000000Z,855.72,7
2022-01-06T15:00:00.0000000Z,262.05,5
2022-01-06T15:15:00.0000000Z,530.4200000000001,5
2022-01-06T15:30:00.0000000Z,755.89,5
2022-01-06T15:45:00.0000000Z,422.58,4
2022-01-06T16:00:00.0000000Z,635.69,5
2022-01-06T16:15:00.0000000Z,533.88,5
2022-01-06T16:30:00.0000000Z,725.13,5
2022-01-06T16:45:00.0000000Z,416.8,5
2022-01-06T17:00:00.0000000Z,831.98,7
2022-01-06T17:15:00.0000000Z,806.6999999999999,6
2022-01-06T17:30:00.0000000Z,433.85,7
2022-01-06T17:45:00.0000000Z,463.38,6
2022-01-06T18:00:00.0000000Z,847.88,9
2022-01-06T18:15:00.0000000Z,1085.38,8
2022-01-06T18:30:00.0000000Z,638.15,8
2022-01-06T18:45:00.0000000Z,862.94,8
2022-01-06T19:00:00.0000000Z,901.97,10
2022-01-06T19:15:00.0000000Z,1042.37,10
2022-01-06T19:30:00.0000000Z,949.97,10
2022-01-06T19:45:00.0000000Z,1326.38,10
2022-01-06T20:00:00.0000000Z,108.5,1
2022-01-07T08:00:00.0000000Z,197.75,1
2022-01-07T08:15:00.0000000Z,289.69,2
2022-01-07T08:30:00.0000000Z,137.46,1
2022-01-07T08:45:00.0000000Z,317.92,2
2022-01-07T09:00:00.0000000Z,253.27999999999997,3
2022-01-07T09:15:00.0000000Z,487.67,4
2022-01-07T09:30:00.0000000Z,181.51,3
2022-01-07T09:45:00.0000000Z,508.11,4
2022-01-07T10:00:00.0000000Z,377.29999999999995,3
2022-01-07T10:15:00.0000000Z,320.03999999999996,4
2022-01-07T10:30:00.0000000Z,431.44,4
2022-01-07T10:45:00.0000000Z,470.96999999999997,3
2022-01-07T11:00:00.0000000Z,452.19,5
2022-01-07T11:15:00.0000000Z,662.76,6
2022-01-07T11:30:00.0000000Z,544.08,5
2022-01-07T11:45:00.0000000Z,504.28999999999996,6
2022-01-07T12:00:00.0000000Z,604.37,6
2022-01-07T12:15:00.0000000Z,822.37,8
2022-01-07T12:30:00.0000000Z,514.3,7
2022-01-07T12:45:00.0000000Z,872.09,7
2022-01-07T13:00:00.0000000Z,1112.87,9
2022-01-07T13:15:00.0000000Z,729.96,9
2022-01-07T13:30:00.0000000Z,935.09,9
2022-01-07T13:45:00.0000000Z,1136.2,9
2022-01-07T14:00:00.0000000Z,625.27,7
2022-01-07T14:15:00.0000000Z,565.96,7
2022-01-07T14:30:00.0000000Z,1094.55,8
2022-01-07T14:45:00.0000000Z,865.05,7
2022-01-07T15:00:00.0000000Z,307.52,5
2022-01-07T15:15:00.0000000Z,700.88,6
2022-01-07T15:30:00.0000000Z,406.40999999999997,5
2022-01-07T15:45:00.0000000Z,664.33,6
2022-01-07T16:00:00.0000000Z,633.32,5
2022-01-07T16:15:00.0000000Z,307.45,5
2022-01-07T16:30:00.0000000Z,523.33,6
2022-01-07T16:45:00.0000000Z,684.85,5
2022-01-07T17:00:00.0000000Z,561.4100000000001,7
2022-01-07T17:15:00.0000000Z,1016.2,8
2022-01-07T17:30:00.0000000Z,1042.29,7
2022-01-07T17:45:00.0000000Z,782.28,7
2022-01-07T18:00:00.0000000Z,904.78,9
2022-01-07T18:15:00.0000000Z,1089.6299999999999,9
2022-01-07T18:30:00.0000000Z,797.62,9
2022-01-07T18:45:00.0000000Z,1076.26,9
2022-01-07T19:00:00.0000000Z,1165.66,11
2022-01-07T19:15:00.0000000Z,1376.57,10
2022-01-07T19:30:00.0000000Z,1293.74,11
2022-01-07T19:45:00.0000000Z,1022.65,11
2022-01-07T20:00:00.0000000Z,53.59,1
2022-01-08T08:00:00.0000000Z,44.16,1
2022-01-08T10:00:00.0000000Z,458.49,3
2022-01-08T10:15:00.0000000Z,659.94,4
2022-01-08T10:30:00.0000000Z,344.75,4
2022-01-08T10:45:00.0000000Z,406.11,4
2022-01-08T11:00:00.0000000Z,444.18,6
2022-01-08T11:15:00.0000000Z,514.84,6
2022-01-08T11:30:00.0000000Z,576.1600000000001,6
2022-01-08T11:45:00.0000000Z,706.9200000000001,6
2022-01-08T12:00:00.0000000Z,562.3,7
2022-01-08T12:15:00.0000000Z,708.86,8
2022-01-08T12:30:00.0000000Z,702.5,8
2022-01-08T12:45:00.0000000Z,686.5999999999999,7
2022-01-08T13:00:00.0000000Z,821.88,10
2022-01-08T13:15:00.0000000Z,901.36,10
2022-01-08T13:30:00.0000000Z,1109.53,10
2022-01-08T13:45:00.0000000Z,1146.1399999999999,9
2022-01-08T14:00:00.0000000Z,856.04,8
2022-01-08T14:15:00.0000000Z,951.1600000000001,8
2022-01-08T14:30:00.0000000Z,907.2,8
2022-01-08T14:45:00.0000000Z,470.36,8
2022-01-08T15:00:00.0000000Z,583.8,6
2022-01-08T15:15:00.0000000Z,832.44,6
2022-01-08T15:30:00.0000000Z,465.53000000000003,5
2022-01-08T15:45:00.0000000Z,520.36,6
2022-01-08T16:00:00.0000000Z,665.26,6
2022-01-08T16:15:00.0000000Z,430.26,6
2022-01-08T16:30:00.0000000Z,367.17,6
2022-01-08T16:45:00.0000000Z,491.18,6
2022-01-08T17:00:00.0000000Z,654.48,7
2022-01-08T17:15:00.0000000Z,796.09,8
2022-01-08T17:30:00.0000000Z,885.71,8
2022-01-08T17:45:00.0000000Z,908.94,7
2022-01-08T18:00:00.0000000Z,1079.11,10
2022-01-08T18:15:00.0000000Z,1052.98,10
2022-01-08T18:30:00.0000000Z,962.5,10
2022-01-08T18:45:00.0000000Z,1058.08,9
2022-01-08T19:00:00.0000000Z,1542.93,12
2022-01-08T19:15:00.0000000Z,1581.42,12
2022-01-08T19:30:00.0000000Z,1165.5,11
2022-01-08T19:45:00.0000000Z,1025.27,12
2022-01-08T20:00:00.0000000Z,1068.12,12
2022-01-08T20:15:00.0000000Z,1406.14,12
2022-01-08T20:30:00.0000000Z,1068.1,11
2022-01-08T20:45:00.0000000Z,1524.13,12
2022-01-08T21:00:00.0000000Z,587.85,8
2022-01-08T21:15:00.0000000Z,964.1,8
2022-01-08T21:30:00.0000000Z,669.88,8
2022-01-08T21:45:00.0000000Z,391.56,7
2022-01-08T22:00:00.0000000Z,422.87,4
2022-01-08T22:15:00.0000000Z,204.09,4
2022-01-08T22:30:00.0000000Z,426.08,4
2022-01-08T22:45:00.0000000Z,182.21,4
2022-01-08T23:00:00.0000000Z,226.66000000000003,4
2022-01-08T23:15:00.0000000Z,191.3,4
2022-01-08T23:30:00.0000000Z,370.43,4
2022-01-08T23:45:00.0000000Z,396.07,4
2022-01-09T00:00:00.0000000Z,100.25,1
2022-01-09T10:00:00.0000000Z,258.01,2
2022-01-09T10:15:00.0000000Z,324.63,3
2022-01-09T10:30:00.0000000Z,264.25,3
2022-01-09T10:45:00.0000000Z,246.7,3
2022-01-09T11:00:00.0000000Z,458.6,5
2022-01-09T11:15:00.0000000Z,656.45,4
2022-01-09T11:30:00.0000000Z,478.5,5
2022-01-09T11:45:00.0000000Z,498.62,4
2022-01-09T12:00:00.0000000Z,836.3100000000001,6
2022-01-09T12:15:00.0000000Z,650.07,6
2022-01-09T12:30:00.0000000Z,320.41999999999996,6
2022-01-09T12:45:00.0000000Z,555.86,6
2022-01-09T13:00:00.0000000Z,634.87,8
2022-01-09T13:15:00.0000000Z,740.97,7
2022-01-09T13:30:00.0000000Z,925.69,8
2022-01-09T13:45:00.0000000Z,531.24,7
2022-01-09T14:00:00.0000000Z,326.45,6
2022-01-09T14:15:00.0000000Z,644.36,6
2022-01-09T14:30:00.0000000Z,617.48,6
2022-01-09T14:45:00.0000000Z,622.03,6
2022-01-09T15:00:00.0000000Z,440.69,5
2022-01-09T15:15:00.0000000Z,392.74,4
2022-01-09T15:30:00.0000000Z,524.73,5
2022-01-09T15:45:00.0000000Z,321.74,4
2022-01-09T16:00:00.0000000Z,384.62,4
2022-01-09T16:15:00.0000000Z,477.35,5
2022-01-09T16:30:00.0000000Z,519.63,4
2022-01-09T16:45:00.0000000Z,632.23,5
2022-01-09T17:00:00.0000000Z,534.99,6
2022-01-09T17:15:00.0000000Z,558.71,5
2022-01-09T17:30:00.0000000Z,632.88,6
2022-01-09T17:45:00.0000000Z,754.16,7
2022-01-09T18:00:00.0000000Z,863.32,7
2022-01-09T18:15:00.0000000Z,830.74,7
2022-01-09T18:30:00.0000000Z,914.41,8
2022-01-09T18:45:00.0000000Z,777.06,7
2022-01-09T19:00:00.0000000Z,657.97,9
2022-01-09T19:15:00.0000000Z,994.51,9
2022-01-09T19:30:00.0000000Z,954.14,9
2022-01-09T19:45:00.0000000Z,657.87,9
2022-01-09T20:00:00.0000000Z,884.13,9
2022-01-09T20:15:00.0000000Z,923.25,9
2022-01-09T20:30:00.0000000Z,985.35,9
2022-01-09T20:45:00.0000000Z,768.12,9
2022-01-09T21:00:00.0000000Z,660.86,6
2022-01-09T21:15:00.0000000Z,334.08,6
2022-01-09T21:30:00.0000000Z,706.26,6
2022-01-09T21:45:00.0000000Z,650.9300000000001,6
2022-01-09T22:00:00.0000000Z,354.81,3
2022-01-09T22:15:00.0000000Z,314.77,3
2022-01-09T22:30:00.0000000Z,417.87,3
2022-01-09T22:45:00.0000000Z,357.42,4
2022-01-09T23:00:00.0000000Z,141.95,1
2022-01-10T10:00:00.0000000Z,273.9,2
2022-01-10T10:15:00.0000000Z,295.55,3
2022-01-10T10:30:00.0000000Z,332.72,2
2022-01-10T10:45:00.0000000Z,152.82,2
2022-01-10T11:00:00.0000000Z,518.48,4
2022-01-10T11:15:00.0000000Z,396.49,4
2022-01-10T11:30:00.0000000Z,175.59,3
2022-01-10T11:45:00.0000000Z,72.04,4
2022-01-10T12:00:00.0000000Z,428.22,5
2022-01-10T12:15:00.0000000Z,413.09000000000003,4
2022-01-10T12:30:00.0000000Z,482.01,5
2022-01-10T12:45:00.0000000Z,457.04,5
2022-01-10T13:00:00.0000000Z,549.42,6
2022-01-10T13:15:00.0000000Z,298.59000000000003,6
2022-01-10T13:30:00.0000000Z,675.48,6
2022-01-10T13:45:00.0000000Z,564.0699999999999,6
2022-01-10T14:00:00.0000000Z,708.26,5
2022-01-10T14:15:00.0000000Z,276.82,5
2022-01-10T14:30:00.0000000Z,346.25,4
2022-01-10T14:45:00.0000000Z,536.37,5
2022-01-10T15:00:00.0000000Z,339.42,4
2022-01-10T15:15:00.0000000Z,278.58,3
2022-01-10T15:30:00.0000000Z,571.45,4
2022-01-10T15:45:00.0000000Z,234.61,3
2022-01-10T16:00:00.0000000Z,569.49,4
2022-01-10T16:15:00.0000000Z,424.36,4
2022-01-10T16:30:00.0000000Z,297.47,3
2022-01-10T16:45:00.0000000Z,417.35,4
2022-01-10T17:00:00.0000000Z,541.59,4
2022-01-10T17:15:00.0000000Z,653.39,5
2022-01-10T17:30:00.0000000Z,326.36,5
2022-01-10T17:45:00.0000000Z,269.53,5
2022-01-10T18:00:00.0000000Z,630.05,6
2022-01-10T18:15:00.0000000Z,722.71,6
2022-01-10T18:30:00.0000000Z,753.72,6
2022-01-10T18:45:00.0000000Z,402.5,6
2022-01-10T19:00:00.0000000Z,583.56,7
2022-01-10T19:15:00.0000000Z,507.36,7
2022-01-10T19:30:00.0000000Z,656.1,7
2022-01-10T19:45:00.0000000Z,670.06,7
2022-01-10T20:00:00.0000000Z,106.97,1
2022-01-11T08:00:00.0000000Z,151.43,1
2022-01-11T08:15:00.0000000Z,147.18,1
2022-01-11T08:30:00.0000000Z,204.67000000000002,2
2022-01-11T08:45:00.0000000Z,3.72,1
2022-01-11T09:00:00.0000000Z,113.13,3
2022-01-11T09:15:00.0000000Z,325.54,3
2022-01-11T09:30:00.0000000Z,272.8,3
2022-01-11T09:45:00.0000000Z,350.0,3
2022-01-11T10:00:00.0000000Z,334.59000000000003,3
2022-01-11T10:15:00.0000000Z,288.71,3
2022-01-11T10:30:00.0000000Z,509.23,3
2022-01-11T10:45:00.0000000Z,294.87,3
2022-01-11T11:00:00.0000000Z,631.47,5
2022-01-11T11:15:00.0000000Z,585.84,4
2022-01-11T11:30:00.0000000Z,474.09,5
2022-01-11T11:45:00.0000000Z,495.29,4
2022-01-11T12:00:00.0000000Z,773.58,6
2022-01-11T12:15:00.0000000Z,775.9,6
2022-01-11T12:30:00.0000000Z,342.48,6
2022-01-11T12:45:00.0000000Z,541.09,6
2022-01-11T13:00:00.0000000Z,764.6700000000001,8
2022-01-11T13:15:00.0000000Z,711.37,7
2022-01-11T13:30:00.0000000Z,925.83,8
2022-01-11T13:45:00.0000000Z,553.1,7
2022-01-11T14:00:00.0000000Z,472.6,6
2022-01-11T14:15:00.0000000Z,605.27,6
2022-01-11T14:30:00.0000000Z,591.96,6
2022-01-11T14:45:00.0000000Z,408.0,6
2022-01-11T15:00:00.0000000Z,391.65999999999997,5
2022-01-11T15:15:00.0000000Z,522.59,4
2022-01-11T15:30:00.0000000Z,639.45,5
2022-01-11T15:45:00.0000000Z,206.45,4
2022-01-11T16:00:00.0000000Z,541.56,5
2022-01-11T16:15:00.0000000Z,447.01,5
2022-01-11T16:30:00.0000000Z,438.09000000000003,4
2022-01-11T16:45:00.0000000Z,489.92,5
2022-01-11T17:00:00.0000000Z,629.45,5
2022-01-11T17:15:00.0000000Z,392.24,6
2022-01-11T17:30:00.0000000Z,455.36,6
2022-01-11T17:45:00.0000000Z,581.0699999999999,6
2022-01-11T18:00:00.0000000Z,720.34,8
2022-01-11T18:15:00.0000000Z,788.44,7
2022-01-11T18:30:00.0000000Z,755.62,8
2022-01-11T18:45:00.0000000Z,864.25,7
2022-01-11T19:00:00.0000000Z,931.19,9
2022-01-11T19:15:00.0000000Z,1023.78,9
2022-01-11T19:30:00.0000000Z,1112.74,9
2022-01-11T19:45:00.0000000Z,989.7,9
